id	filename	md5	size	state
96e54b36-0b71-4ad0-9b21-72668708fc62	96e54b36-0b71-4ad0-9b21-72668708fc62/b7ef29ba-06f6-4445-8c70-52388892388c.rna_seq.augmented_star_gene_counts.tsv	a48527010e7d0590667a63c4a6a40fae	4243732	validated
9928c491-426a-4507-8ddd-999d6b892e29	9928c491-426a-4507-8ddd-999d6b892e29/677a334e-f2cb-455f-bf50-05e23cb2a7ec.rna_seq.augmented_star_gene_counts.tsv	5d8f3712497000cac73f6fdfdda8dd00	4264013	validated
9b2a1467-775c-48cf-9a3c-e259ccd344e4	9b2a1467-775c-48cf-9a3c-e259ccd344e4/08814ce5-fdf0-4f06-aabd-bf7b2738cf43.rna_seq.augmented_star_gene_counts.tsv	958fc19cd138007dbcbc02c2ad055454	4233742	validated
9d487523-ce75-4146-98d9-aed08dc2f632	9d487523-ce75-4146-98d9-aed08dc2f632/4c915c9f-4e60-48d4-a4c5-7d055940b65f.rna_seq.augmented_star_gene_counts.tsv	780ee9dd1f60b871752fe1bb113f1d29	4242182	validated
a2837f64-2441-4d31-befc-514f8526b1f7	a2837f64-2441-4d31-befc-514f8526b1f7/1729f18b-f4d7-4e1c-af9f-2c651023e7fc.rna_seq.augmented_star_gene_counts.tsv	f860ac2a0731f184169800dab28697fc	4221177	validated
a7d3a4c0-36ee-43ff-bdcc-37db4b11df76	a7d3a4c0-36ee-43ff-bdcc-37db4b11df76/ef54e4a6-4447-425f-be33-e428e5838daa.rna_seq.augmented_star_gene_counts.tsv	d4bf3e79c95c3da445f61c55fec48bcd	4246804	validated
a9527be9-e865-4074-ae57-f3510e70c203	a9527be9-e865-4074-ae57-f3510e70c203/d6ca3b86-5a26-4467-b9a9-cb7fcc5a7316.rna_seq.augmented_star_gene_counts.tsv	9a6e10de5d3d52bfde6eea3ae5ab1dcf	4251099	validated
b1ad91fb-fb78-4896-83cd-dad028a1d297	b1ad91fb-fb78-4896-83cd-dad028a1d297/e49fbda2-881a-43c1-9c16-0b07fdd281a7.rna_seq.augmented_star_gene_counts.tsv	30722c7f785cc4216cfd3b61fc6c0e76	4228868	validated
b96a8979-77c1-41b5-a247-0342262d30f7	b96a8979-77c1-41b5-a247-0342262d30f7/b2868132-6476-4eec-9032-2a668d894baa.rna_seq.augmented_star_gene_counts.tsv	1e4e3b8ea0b24b60b1b1e42e8aa67666	4242948	validated
bbff7857-30a2-41ad-b2f7-5a6ffc59fe0c	bbff7857-30a2-41ad-b2f7-5a6ffc59fe0c/0db633a3-b1da-4caf-8e2c-89c0bc422869.rna_seq.augmented_star_gene_counts.tsv	d53d7767d7fc382000d45d505958b364	4221956	validated
befa225f-9fe9-412f-a503-449874cf52d8	befa225f-9fe9-412f-a503-449874cf52d8/9fb65d01-d51d-4cbb-99f3-a09f5d6c206b.rna_seq.augmented_star_gene_counts.tsv	91f81b9a82892bdb7730a852b67ebfa3	4232201	validated
c3b9e954-9acd-481d-b6d1-86db1e62d037	c3b9e954-9acd-481d-b6d1-86db1e62d037/c0285709-159c-46dd-8bd8-50fad06513dd.rna_seq.augmented_star_gene_counts.tsv	cc3b27e01805c24b0161bf15802b7a07	4232411	validated
c587bd27-778a-4729-b614-e0631bb3717b	c587bd27-778a-4729-b614-e0631bb3717b/f79d6a7e-eaaa-4382-a5ed-600cf8d45824.rna_seq.augmented_star_gene_counts.tsv	9a03c942a5797cc4cdd0a4e2442c324c	4241110	validated
c5e46ae9-c4c1-4afd-a772-392ede15808d	c5e46ae9-c4c1-4afd-a772-392ede15808d/490dfd10-0c85-48a9-b4ce-22b4445ed504.rna_seq.augmented_star_gene_counts.tsv	09fdca65f08982af468938e67af11048	4250628	validated
c782b873-2727-4fe4-9c9a-741964290349	c782b873-2727-4fe4-9c9a-741964290349/444d0a78-82fe-4a80-9b41-d7daf98506ca.rna_seq.augmented_star_gene_counts.tsv	e564f42b8cb63345ea7009091490ccc1	4233204	validated
cbbbb1af-8bf4-4bb6-9258-33bf416190e7	cbbbb1af-8bf4-4bb6-9258-33bf416190e7/89c5f174-7db7-426d-9530-41e08a8ef603.rna_seq.augmented_star_gene_counts.tsv	84e9636372cd58fd1c043018afd0dc67	4237854	validated
cf089a52-2196-422d-affa-a5f434edd134	cf089a52-2196-422d-affa-a5f434edd134/4d7842e5-9d8b-433a-a768-7a40129bdd0d.rna_seq.augmented_star_gene_counts.tsv	14fd7f8ecbf46f730a833c5a90b8b7f5	4251819	validated
e1a528ee-1bec-4aa5-bb9c-9d0af3ba4108	e1a528ee-1bec-4aa5-bb9c-9d0af3ba4108/18cbd510-bce2-4370-a00f-939d562ba7de.rna_seq.augmented_star_gene_counts.tsv	80fecd727e65870e58ff48d6709b82fd	4244052	validated
e4086c26-d200-4e42-8249-ed8cbeec0951	e4086c26-d200-4e42-8249-ed8cbeec0951/99d31369-3db2-4631-bc62-1aa6927476ad.rna_seq.augmented_star_gene_counts.tsv	9e9e3b2b8fc975e2b157394d1b5660eb	4247932	validated
e5363f56-84fa-4b66-a005-1e7cdcb84c2f	e5363f56-84fa-4b66-a005-1e7cdcb84c2f/7d787768-efb1-462d-b5aa-5cbf6fc543d4.rna_seq.augmented_star_gene_counts.tsv	3afd6b79598b3c63ef8b737db46c9c7b	4211050	validated
e7789185-2581-4846-bafd-8b920edc0973	e7789185-2581-4846-bafd-8b920edc0973/a29c8616-0f82-4515-870e-68887a628c92.rna_seq.augmented_star_gene_counts.tsv	f3314076ce96e2786a4d46d1bf9b23e0	4251898	validated
e94299a9-67bc-4c30-963c-1476fbb7d5ff	e94299a9-67bc-4c30-963c-1476fbb7d5ff/3cd924c3-5000-49de-a253-92d1cfa9a09a.rna_seq.augmented_star_gene_counts.tsv	1bed71aa2ad88c31f900be70990f5898	4242061	validated
eba83203-1de1-447a-88d0-2ffbccc24990	eba83203-1de1-447a-88d0-2ffbccc24990/fa94f266-1ed4-440a-8d10-3c72ce4100ba.rna_seq.augmented_star_gene_counts.tsv	b861e79548498dbfc371208205e9d5a3	4240777	validated
ec9fb459-42b7-47eb-8c3a-48f492a7b2dc	ec9fb459-42b7-47eb-8c3a-48f492a7b2dc/3b1b46e1-f475-46f0-af79-0b9296164be3.rna_seq.augmented_star_gene_counts.tsv	23b6228b2b9b44917112f531ad5f820c	4254162	validated
ed0aae7b-f815-4dc8-a98f-5844602cbaea	ed0aae7b-f815-4dc8-a98f-5844602cbaea/b773c30d-f37b-4aee-8330-a159d42d3019.rna_seq.augmented_star_gene_counts.tsv	d07dba9b56ae2ee6fc1b9e3c410602f3	4245434	validated
ed1497db-7c6f-4bd2-83ed-ee05fa286f8b	ed1497db-7c6f-4bd2-83ed-ee05fa286f8b/ca701a41-b397-48b7-bad4-09ef8b4eb462.rna_seq.augmented_star_gene_counts.tsv	0109c6791e06b2d9e6f19e416ebe4537	4245305	validated
f8b403a1-37cf-4acb-b5d7-b3437fafa7f8	f8b403a1-37cf-4acb-b5d7-b3437fafa7f8/5e4626c1-dcf9-4781-a2e7-f6afca7e2ee7.rna_seq.augmented_star_gene_counts.tsv	d4de0b61b1528fb093c36c1c21640ae3	4243051	validated
fd4bd1de-fc4a-42bc-aca5-5ac16ec14118	fd4bd1de-fc4a-42bc-aca5-5ac16ec14118/8634f872-177a-481f-ba51-62864c569001.rna_seq.augmented_star_gene_counts.tsv	fd27050be968e7a9d94f846389092f67	4262464	validated
ff1f2f31-8607-4627-b487-c5e39e7c30f5	ff1f2f31-8607-4627-b487-c5e39e7c30f5/deb7967f-9339-4bb1-ae0b-81a72a472bba.rna_seq.augmented_star_gene_counts.tsv	536cbed0ca9f0c319c019d2c436140ec	4217312	validated
